Name,Rating,Reviews,Salaries,jobs,Industry&Location
Darwinbox,3.9,254,2k,3,Software Product | Hyderabad / Secunderabad +11 other locations
Hinduja Finance,4.0,253,988,--,NBFC | Chennai +120 other locations
Nilons Enterprises,4.0,253,956,1,Food Processing | Jalgaon +38 other locations
Citrix,3.6,253,2.7k,--,Software Product | Bangalore / Bengaluru +6 other locations
Trivium Education Services,3.7,254,981,--,EdTech | New Delhi +12 other locations
VSoft Technologies,3.3,254,1.5k,--,FinTech | Hyderabad / Secunderabad +17 other locations
Adani Logistics,3.7,253,1.4k,--,Ahmedabad +55 other locations
VIKRAN Engineering & Exim,4.0,254,1k,4,Engineering & Construction | Mumbai +51 other locations
GITAM University,3.8,253,1.1k,8,Education & Training | Visakhapatnam +9 other locations
Oriflame India,3.9,253,907,--,Beauty & Personal Care | New Delhi +25 other locations
Skillmine Technology Consulting,3.7,253,1.4k,10,IT Services & Consulting | Bangalore / Bengaluru +14 other locations
Adani Logistics,3.7,253,1.4k,--,Ahmedabad +55 other locations
Stefanini,2.9,253,1.7k,100,IT Services & Consulting | Noida +11 other locations
VIKRAN Engineering & Exim,4.0,254,1k,4,Engineering & Construction | Mumbai +51 other locations
HyperCITY,4.4,252,465,--,Retail | Mumbai +21 other locations
PreludeSys,3.5,252,1.4k,12,IT Services & Consulting | Chennai +2 other locations
Solartis Technology Services,3.6,252,1.8k,--,IT Services & Consulting | Madurai +3 other locations
ICRA,3.4,252,1.7k,--,Financial Services | Kolkata +16 other locations
Workcell Solutions,3.5,252,940,9,Pharma | Mumbai +16 other locations
CG Foods,3.7,252,7.2k,3,Food Processing | Guwahati +44 other locations
Jaguar Security Services,4.4,252,800,10,Law Enforcement & Security | Bangalore / Bengaluru +20 other locations
Imperative Business Ventures,3.9,252,614,6,IT Services & Consulting | Pune +7 other locations
kipi.ai,4.2,252,892,3,IT Services & Consulting | Bangalore / Bengaluru +6 other locations
Servotech Power Systems,4.1,252,631,7,Electrical Equipment | New Delhi +19 other locations
TIDC India,3.8,252,1.3k,--,Industrial Machinery | Chennai +26 other locations
Autocomp Corporation Panse,3.4,252,1.3k,--,Auto Components | Pune +9 other locations
Embee Software,3.9,252,1.1k,3,Software Product | Kolkata +20 other locations
R.K.M Powergen,4.0,252,1.1k,--,Power | Raigarh +13 other locations
Deepak Phenolics,4.5,252,1.6k,--,Chemicals | Bharuch +11 other locations
Luxor Writing Instruments,3.7,252,1.1k,5,Other | Noida +36 other locations
Pitaara,4.2,252,297,--,Food Processing | Pune +52 other locations
Zopper,3.2,251,1.2k,2,Software Product | Noida +37 other locations
Equinox Labs,3.8,251,827,1,Clinical Research | Mumbai +15 other locations
Tradebulls,3.2,251,1.4k,19,Financial Services | Ahmedabad +17 other locations
Checkmate Services,4.0,251,856,1,Facility Management Services | Vadodara +63 other locations
POSCO MAHARASHTRA STEEL,4.4,251,1.4k,--,Iron & Steel | Pune +10 other locations
Tata Play Fiber,4.0,251,1.1k,1,Broadcasting | Mumbai +30 other locations
Bharat Dynamics,4.3,251,667,--,Defence & Aerospace | Hyderabad / Secunderabad +5 other locations
Unibic Foods,3.7,251,1k,--,Food Processing | Bangalore / Bengaluru +45 other locations
Jetking Infotrain,3.7,251,946,4,Education & Training | New Delhi +50 other locations
Ace Designers,4.1,251,1.3k,4,Industrial Machinery | Bangalore / Bengaluru +7 other locations
SOPAN,3.9,251,1k,1,Industrial Machinery | Pune +32 other locations
SS Supply Chain Solutions,3.8,251,969,18,IT Services & Consulting | Gurgaon / Gurugram +32 other locations
P&O Cruises,4.1,251,422,--,Travel & Tourism | Mumbai +14 other locations
Shriram Chits,3.8,251,731,--,Financial Services | Chennai +85 other locations
SVC Co-Operative Bank,3.9,251,1.2k,7,Banking | Mumbai +36 other locations
Wellness Forever Lifestyle Chemist,4.0,252,912,--,Retail | Mumbai +36 other locations
Elcamino Software,3.1,250,914,--,BPO | Bangalore / Bengaluru +6 other locations
Rimjhim Ispat,3.6,250,810,--,Iron & Steel | Angul +19 other locations
FoodPanda,3.7,250,1.1k,--,Internet | Gurgaon / Gurugram +20 other locations
Taco Bell,4.2,250,929,--,Hospitality | New Delhi +33 other locations
Elcamino Software,3.1,250,914,--,BPO | Bangalore / Bengaluru +6 other locations
ICRA Analytics,3.4,250,1.3k,5,Analytics & KPO | Kolkata +4 other locations
Lincoln Pharmaceuticals,3.5,250,1.3k,9,Pharma | Ahmedabad +19 other locations
Nimbus Harbor Facilities Management,3.9,251,997,--,Facility Management Services | Gurgaon / Gurugram +17 other locations
Mindteck,3.3,250,2.1k,30,IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Bombay Intelligence Security,3.6,250,664,16,Law Enforcement & Security | Mumbai +50 other locations
Woodland,3.4,250,953,--,Fashion & Textile | New Delhi +59 other locations
AI Variant,4.2,250,1.2k,--,Bangalore / Bengaluru +11 other locations
Reliance Fresh,4.4,249,671,--,Retail | New Delhi +57 other locations
LANXESS India Private Limited,4.1,249,1.1k,--,Chemicals | Bharuch +17 other locations
Scaleneworks,3.5,249,1.2k,21,Recruitment | Bangalore / Bengaluru +24 other locations
AXIS MY INDIA,3.4,249,481,21,Analytics & KPO | Mumbai +19 other locations
ReachLocal Services,3.6,249,1.1k,5,Marketing & Advertising | Mumbai +6 other locations
IM Gears,3.6,249,987,--,Auto Components | Chennai +7 other locations
Ador Welding,3.9,249,1k,2,Industrial Machinery | Pune +25 other locations
Telstra,4.0,249,2.2k,23,Telecom | Bangalore / Bengaluru +8 other locations
Karamtara Engineering,3.6,249,1.3k,7,Engineering & Construction | Mumbai +11 other locations
Hindustan Urvarak & Rasayan,3.2,249,1.3k,--,Agro Chemicals | Gorakhpur +18 other locations
Tata nexarc,3.1,249,924,--,IT Services & Consulting | Mumbai +12 other locations
Sona Koyo Steering Systems,4.1,248,441,6,Auto Components | Gurgaon / Gurugram +15 other locations
Softtek,4.0,248,1.9k,4,IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Omega Healthcare Solutions,3.7,248,1.9k,--,Healthcare | Chennai +5 other locations
Apmosys Technologies,3.4,249,2.2k,3,IT Services & Consulting | Mumbai +7 other locations
Hardcastle Restaurants,3.9,248,788,3,Hospitality | Mumbai +31 other locations
Muthoot Housing Finance Company,3.9,248,1.1k,2,NBFC | Mumbai +85 other locations
Supermax Personal Care,3.7,248,1k,--,Beauty & Personal Care | Mumbai +45 other locations
DCM Shriram Industries,3.9,248,1.4k,--,Chemicals | Meerut +28 other locations
Ricoh,3.8,248,932,--,IT Services & Consulting | New Delhi +44 other locations
Pitambari Products,4.2,248,1k,--,FMCG | Mumbai +48 other locations
Annexmed,3.3,248,1.2k,13,BPO | Chennai +5 other locations
MSPL,4.1,248,1.2k,4,Metals & Mining | Hosapete +28 other locations
DCDC Kidney Care,4.2,248,489,11,Healthcare | New Delhi +60 other locations
Ruby Hall Clinic,3.9,247,960,--,Healthcare | Pune +7 other locations
Roki Minda Co,4.5,247,872,--,Auto Components | Chennai +18 other locations
Escalon Business Services,3.7,248,1.1k,1,Accounting & Auditing | Mohali +6 other locations
Abbott Nutrition International,3.9,247,875,--,Pharma | Mumbai +52 other locations
KJS Cement,3.7,247,1.1k,1,Building Material | Maihar +33 other locations
Decimal Point Analytics,2.9,247,1.8k,8,Analytics & KPO | Mumbai +7 other locations
Unitech,3.9,247,1.2k,17,Real Estate | Gurgaon / Gurugram +26 other locations
Dentsu Aegis Network,3.4,249,2.6k,3,Marketing & Advertising | Bangalore / Bengaluru +13 other locations
Eye-Q Super Speciality Eye Hospitals,3.4,247,685,9,Healthcare | Gurgaon / Gurugram +33 other locations
East India Udyog,4.0,247,972,7,Electrical Equipment | Noida +36 other locations
Daimler Truck,3.8,248,1.8k,11,Automobile | Bangalore / Bengaluru +4 other locations
Spm Autocomp,3.6,247,1.2k,--,Auto Components | Pune +14 other locations
DM Consultants,1.3,246,55,--,Abu Dhabi +17 other locations
The Louis Berger Group,4.3,246,754,--,Engineering & Construction | Mumbai +33 other locations
Delhi Duty Free Services,3.9,246,1.1k,5,Retail | New Delhi +7 other locations
Knowledge Splice Services pvt ltd.,3.3,246,1.3k,5,BPO | Bangalore / Bengaluru +14 other locations
Incture Technologies,2.7,246,2.4k,4,IT Services & Consulting | Bangalore / Bengaluru +7 other locations
Bihar Rural Livelihoods Promotion Society,3.9,246,732,1,Non-Profit | Patna +51 other locations
Slice,3.2,246,1.6k,--,FinTech | Bangalore / Bengaluru +14 other locations
Aurigene Oncology Limited,4.3,246,1k,8,Biotechnology | Bangalore / Bengaluru +4 other locations
Bhandari Automobiles,3.7,246,919,--,Automobile | Kolkata +24 other locations
ATMECS Global,3.4,246,2.3k,11,IT Services & Consulting | Hyderabad / Secunderabad +5 other locations
MetroTelworks,3.6,245,972,--,Telecom | Ahmedabad +32 other locations
Garware Technical Fibres,3.7,245,1.3k,--,Fashion & Textile | Pune +25 other locations
FCI CCM,4.4,245,490,24,Software Product | Noida +8 other locations
Softcell Technologies,3.9,245,1.9k,1,IT Services & Consulting | Mumbai +13 other locations
Zydus Hospital,4.3,245,1k,3,Healthcare | Ahmedabad +9 other locations
Ozone Pharmaceuticals,3.8,245,882,--,Pharma | New Delhi +30 other locations
Softcell Technologies,3.9,245,1.9k,1,IT Services & Consulting | Mumbai +13 other locations
FCI CCM,4.4,245,490,24,Software Product | Noida +8 other locations
MARK EXHAUST SYSTEMS,4.1,245,1.1k,--,Auto Components | Gurgaon / Gurugram +11 other locations
DEC Infra,3.7,246,1.2k,3,Real Estate | Hyderabad / Secunderabad +23 other locations
Fourrts,3.9,245,776,3,Pharma | Chennai +42 other locations
Groww,3.7,245,1.9k,19,Financial Services | Bangalore / Bengaluru +12 other locations
LM Wind Power,4.0,245,1.3k,--,Power | Bangalore / Bengaluru +11 other locations
Housejoy,4.2,244,616,--,Facility Management Services | Bangalore / Bengaluru +16 other locations
Algonomy,4.1,244,1.5k,--,Software Product | Bangalore / Bengaluru +7 other locations
Easyday Club,4.5,244,729,--,Retail | New Delhi +70 other locations
NAFFCO,3.5,245,796,--,Law Enforcement & Security | Chennai +20 other locations
Hughes Systique Corporation,3.9,244,2.1k,20,Emerging Technologies | Gurgaon / Gurugram +6 other locations
Fidelis Technology Services,3.6,245,1.5k,20,IT Services & Consulting | Bangalore / Bengaluru +31 other locations
MJ Biopharm,3.7,244,1.2k,7,Pharma | Pune +9 other locations
Lucas Indian Service,3.9,244,954,--,Auto Components | Chennai +45 other locations
SBS,3.1,244,2.1k,5,IT Services & Consulting | Noida +7 other locations
Savista Global Solutions,4.0,244,1.1k,11,Analytics & KPO | Chennai +7 other locations
Vashi Integrated Solutions Limited,3.8,244,1.3k,95,Industrial Machinery | Mumbai +24 other locations
Adglobal360,3.2,245,2k,15,Marketing & Advertising | Gurgaon / Gurugram +10 other locations
Honda India Power Products,4.2,244,1k,--,Industrial Machinery | Greater Noida +24 other locations
Trane Technologies,4.2,245,1.7k,--,Industrial Machinery | Bangalore / Bengaluru +13 other locations
Arya Omnitalk,4.0,244,973,20,Electronics Manufacturing | Pune +57 other locations
Gufic Biosciences,3.5,243,1.2k,19,Pharma | Mumbai +32 other locations
Mindfire Solutions,4.1,243,1.6k,5,Software Product | Bhubaneswar +3 other locations
Smaaash Entertainment,3.6,244,840,--,Sports & Recreation | Mumbai +26 other locations
GS Engineering & Construction,3.9,243,783,--,Engineering & Construction | Mumbai +19 other locations
Altruist Customer Management India,3.6,243,1.2k,--,BPO | Chennai +13 other locations
Shaadi.com,3.3,244,1.1k,29,Internet | Mumbai +25 other locations
Trelleborg,3.9,243,1.5k,8,Industrial Machinery | Bangalore / Bengaluru +9 other locations
Indira Gandhi International Airport,3.9,243,771,117,Urban Transport | New Delhi +9 other locations
ISS SDB Security Services,4.3,243,617,--,Facility Management Services | Chennai +44 other locations
QDegrees,3.5,243,901,11,Management Consulting | Jaipur +25 other locations
Hudson's Bay Company,3.9,243,1.8k,1,Retail | Bangalore / Bengaluru +5 other locations
Richfeel Health & Beauty,2.7,242,798,2,Beauty & Personal Care | Mumbai +39 other locations
British Biologicals,3.3,243,704,--,Fitness & Wellness | Bangalore / Bengaluru +45 other locations
Himadri Speciality Chemical,3.9,242,1.5k,4,Chemicals | Kolkata +14 other locations
Rainbow Hospital,3.7,243,1.4k,6,Healthcare | Hyderabad / Secunderabad +13 other locations
Sundaram Business Services,3.7,243,1.1k,--,BPO | Chennai +8 other locations
Superhouse,3.4,242,1.1k,1,Leather | Kanpur +9 other locations
Tenon Facility Management,3.7,243,1.1k,--,Facility Management Services | Gurgaon / Gurugram +41 other locations
Alkyl Amines,4.2,242,1.3k,3,Chemicals | Pune +13 other locations
Dahua Technology India Pvt.Ltd.,3.5,242,1.1k,2,IT Services & Consulting | Gurgaon / Gurugram +44 other locations
Adroit Synergies,2.9,243,1.1k,26,BPO | Noida +5 other locations
SMC Corporation,3.7,242,1.9k,19,Medical Equipment | Noida +37 other locations
Wallace Pharmaceuticals,3.9,242,792,--,Pharma | Mumbai +41 other locations
Ang India,3.8,242,939,1,Consumer Electronics & Appliances | Noida +36 other locations
Group Bayport,4.2,241,882,7,Printing & Publishing | Ahmedabad +4 other locations
Airbnb,3.7,241,1.4k,16,Internet | Gurgaon / Gurugram +8 other locations
Capri Global Housing Finance,3.4,241,1k,--,Financial Services | Mumbai +76 other locations
Polyhose,3.7,241,1.6k,--,Industrial Machinery | Chennai +14 other locations
Cure foods,3.6,241,934,--,Fitness & Wellness | Bangalore / Bengaluru +22 other locations
Unified Mentor,4.3,241,270,--,Bangalore / Bengaluru +21 other locations
Savex Technologies,4.2,242,1.2k,--,Other | Mumbai +45 other locations
Tata Green Batteries,3.9,241,731,--,Auto Components | Pune +37 other locations
Vitesco Technologies,4.4,241,1.6k,4,Auto Components | Bangalore / Bengaluru +5 other locations
6D Technologies,3.4,241,2.2k,19,Telecom | Bangalore / Bengaluru +9 other locations
Nesma & Partners,4.3,241,542,--,Engineering & Construction | Mumbai +23 other locations
Rupa,3.7,241,940,--,Fashion & Textile | Kolkata +33 other locations
Government of Maharashtra,3.9,240,1.8k,--,Government | Mumbai +56 other locations
TJSB Sahakari Bank,3.7,241,1.2k,--,Banking | Mumbai +27 other locations
Computacenter,3.9,240,1.8k,9,IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Groz Engineering Tools,4.1,240,1.2k,--,Industrial Machinery | Gurgaon / Gurugram +19 other locations
GE Aviation,4.2,240,1.6k,26,Aviation | Pune +8 other locations
Classplus,3.4,240,1.5k,--,Software Product | Noida +17 other locations
The Indian Hume Pipe Co.,3.9,240,1k,4,Building Material | Mumbai +47 other locations
PurpleTalk,4.0,240,1.6k,5,IT Services & Consulting | Hyderabad / Secunderabad +6 other locations
Sakon,3.1,240,1.7k,8,Software Product | Pune +2 other locations
The Sparks Foundation,4.3,240,332,--,Education & Training | Mumbai +19 other locations
Dhruv Research,3.2,240,254,--,Management Consulting | Gurgaon / Gurugram +15 other locations
FUJIFILM,4.1,240,1.1k,--,Animation & VFX | Gurgaon / Gurugram +26 other locations
Aurigene Pharmaceutical Services,4.2,241,887,16,Pharma | Hyderabad / Secunderabad +3 other locations
Calsonic Kansei Motherson Auto Products,3.9,240,1.2k,1,Auto Components | Gurgaon / Gurugram +11 other locations
Muthoot Capital Services,3.8,240,884,16,Financial Services | Kochi +74 other locations
Eastern Condiments,4.1,239,879,4,FMCG | Kochi +50 other locations
Hero Electric,4.0,239,1.1k,--,Automobile | Ludhiana +34 other locations
Thoughtsol Infotech,4.6,239,486,2,IT Services & Consulting | New Delhi +14 other locations
Blenheim Chalcot,2.6,239,1.4k,29,IT Services & Consulting | Mumbai +7 other locations
Pepe Jeans,4.3,239,900,--,Fashion & Textile | Mumbai +51 other locations
INDIAN PUBLIC SCHOOL,3.8,239,1.1k,9,Education & Training | Chennai +40 other locations
Walchandnagar Industries,3.4,239,1.2k,7,Industrial Machinery | Pune +11 other locations
INDIAN PUBLIC SCHOOL,3.8,239,1.1k,9,Education & Training | Chennai +40 other locations
Symphony,4.1,239,1k,3,Consumer Electronics & Appliances | Ahmedabad +62 other locations
State Street Bank,3.7,239,2.3k,--,Banking | Bangalore / Bengaluru +11 other locations
Mukand Limited,3.7,239,1.1k,7,Iron & Steel | Mumbai +16 other locations
Ninestars Information Technologies,3.2,239,1.4k,3,IT Services & Consulting | Chennai +12 other locations
Policyboss.com,3.2,239,1.1k,7,Insurance | Mumbai +35 other locations
Jaguar Land Rover,4.0,239,1.6k,--,Automobile | Pune +31 other locations
Munjal Auto Industries,3.7,239,1.2k,--,Auto Components | Vadodara +13 other locations
Anand Rathi Global Finance,3.6,239,1.4k,7,NBFC | Mumbai +37 other locations
Zet Town,3.4,239,879,--,Electronics Manufacturing | Noida +6 other locations
Jaiprakash Power Ventures,3.8,239,1k,--,Power | Singrauli +19 other locations
National Institute for Smart Government,3.8,238,1.5k,68,Management Consulting | New Delhi +35 other locations
Seven Hills Hospital,3.7,238,864,14,Healthcare | Mumbai +13 other locations
Don Bosco School,3.6,238,621,--,Education & Training | Mumbai +57 other locations
Berar Finance,3.9,238,767,--,NBFC | Nagpur +72 other locations
Internshala,3.9,238,787,1,EdTech | Gurgaon / Gurugram +25 other locations
ecare India,3.7,238,1.1k,5,Analytics & KPO | Chennai +4 other locations
Elico Healthcare Services,2.8,238,924,9,Analytics & KPO | Hyderabad / Secunderabad +4 other locations
Spectranet,3.7,239,1.3k,--,Telecom | Gurgaon / Gurugram +10 other locations
Clifford Chance,3.8,238,1.8k,4,Legal | Gurgaon / Gurugram +4 other locations
Powerica,3.8,238,1.1k,4,Industrial Machinery | Mumbai +29 other locations
